,Geographic area,Indicator,Sex,Series Name,Series Year,TIME_PERIOD,Unit of measure,STD_ERR,INTERVAL
204681,Kenya,Under-five deaths,Female,UN IGME estimate,2020,2012-06,Number of deaths,,1.0
204682,Kenya,Under-five deaths,Female,UN IGME estimate,2020,2013-06,Number of deaths,,1.0
204683,Kenya,Under-five deaths,Female,UN IGME estimate,2020,2014-06,Number of deaths,,1.0
204684,Kenya,Under-five deaths,Female,UN IGME estimate,2020,2015-06,Number of deaths,,1.0
204685,Kenya,Under-five deaths,Female,UN IGME estimate,2020,2016-06,Number of deaths,,1.0
204686,Kenya,Under-five deaths,Female,UN IGME estimate,2020,2017-06,Number of deaths,,1.0
204687,Kenya,Under-five deaths,Female,UN IGME estimate,2020,2018-06,Number of deaths,,1.0
204688,Kenya,Under-five deaths,Female,UN IGME estimate,2020,2019-06,Number of deaths,,1.0
204689,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1957-06,Number of deaths,,1.0
204690,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1958-06,Number of deaths,,1.0
204691,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1959-06,Number of deaths,,1.0
204692,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1960-06,Number of deaths,,1.0
204693,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1961-06,Number of deaths,,1.0
204694,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1962-06,Number of deaths,,1.0
204695,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1963-06,Number of deaths,,1.0
204696,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1964-06,Number of deaths,,1.0
204697,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1965-06,Number of deaths,,1.0
204698,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1966-06,Number of deaths,,1.0
204699,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1967-06,Number of deaths,,1.0
204700,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1968-06,Number of deaths,,1.0
204701,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1969-06,Number of deaths,,1.0
204702,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1970-06,Number of deaths,,1.0
204703,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1971-06,Number of deaths,,1.0
204704,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1972-06,Number of deaths,,1.0
204705,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1973-06,Number of deaths,,1.0
204706,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1974-06,Number of deaths,,1.0
204707,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1975-06,Number of deaths,,1.0
204708,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1976-06,Number of deaths,,1.0
204709,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1977-06,Number of deaths,,1.0
204710,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1978-06,Number of deaths,,1.0
204711,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1979-06,Number of deaths,,1.0
204712,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1980-06,Number of deaths,,1.0
204713,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1981-06,Number of deaths,,1.0
204714,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1982-06,Number of deaths,,1.0
204715,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1983-06,Number of deaths,,1.0
204716,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1984-06,Number of deaths,,1.0
204717,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1985-06,Number of deaths,,1.0
204718,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1986-06,Number of deaths,,1.0
204719,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1987-06,Number of deaths,,1.0
204720,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1988-06,Number of deaths,,1.0
204721,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1989-06,Number of deaths,,1.0
204722,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1990-06,Number of deaths,,1.0
204723,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1991-06,Number of deaths,,1.0
204724,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1992-06,Number of deaths,,1.0
204725,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1993-06,Number of deaths,,1.0
204726,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1994-06,Number of deaths,,1.0
204727,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1995-06,Number of deaths,,1.0
204728,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1996-06,Number of deaths,,1.0
204729,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1997-06,Number of deaths,,1.0
204730,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1998-06,Number of deaths,,1.0
204731,Kenya,Under-five deaths,Male,UN IGME estimate,2020,1999-06,Number of deaths,,1.0
204732,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2000-06,Number of deaths,,1.0
204733,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2001-06,Number of deaths,,1.0
204734,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2002-06,Number of deaths,,1.0
204735,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2003-06,Number of deaths,,1.0
204736,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2004-06,Number of deaths,,1.0
204737,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2005-06,Number of deaths,,1.0
204738,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2006-06,Number of deaths,,1.0
204739,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2007-06,Number of deaths,,1.0
204740,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2008-06,Number of deaths,,1.0
204741,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2009-06,Number of deaths,,1.0
204742,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2010-06,Number of deaths,,1.0
204743,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2011-06,Number of deaths,,1.0
204744,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2012-06,Number of deaths,,1.0
204745,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2013-06,Number of deaths,,1.0
204746,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2014-06,Number of deaths,,1.0
204747,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2015-06,Number of deaths,,1.0
204748,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2016-06,Number of deaths,,1.0
204749,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2017-06,Number of deaths,,1.0
204750,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2018-06,Number of deaths,,1.0
204751,Kenya,Under-five deaths,Male,UN IGME estimate,2020,2019-06,Number of deaths,,1.0
204752,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1957-06,Number of deaths,,1.0
204753,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1958-06,Number of deaths,,1.0
204754,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1959-06,Number of deaths,,1.0
204755,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1960-06,Number of deaths,,1.0
204756,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1961-06,Number of deaths,,1.0
204757,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1962-06,Number of deaths,,1.0
204758,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1963-06,Number of deaths,,1.0
204759,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1964-06,Number of deaths,,1.0
204760,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1965-06,Number of deaths,,1.0
204761,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1966-06,Number of deaths,,1.0
204762,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1967-06,Number of deaths,,1.0
204763,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1968-06,Number of deaths,,1.0
204764,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1969-06,Number of deaths,,1.0
204765,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1970-06,Number of deaths,,1.0
204766,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1971-06,Number of deaths,,1.0
204767,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1972-06,Number of deaths,,1.0
204768,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1973-06,Number of deaths,,1.0
204769,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1974-06,Number of deaths,,1.0
204770,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1975-06,Number of deaths,,1.0
204771,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1976-06,Number of deaths,,1.0
204772,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1977-06,Number of deaths,,1.0
204773,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1978-06,Number of deaths,,1.0
204774,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1979-06,Number of deaths,,1.0
204775,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1980-06,Number of deaths,,1.0
204776,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1981-06,Number of deaths,,1.0
204777,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1982-06,Number of deaths,,1.0
204778,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1983-06,Number of deaths,,1.0
204779,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1984-06,Number of deaths,,1.0
204780,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1985-06,Number of deaths,,1.0
204781,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1986-06,Number of deaths,,1.0
204782,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1987-06,Number of deaths,,1.0
204783,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1988-06,Number of deaths,,1.0
204784,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1989-06,Number of deaths,,1.0
204785,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1990-06,Number of deaths,,1.0
204786,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1991-06,Number of deaths,,1.0
204787,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1992-06,Number of deaths,,1.0
204788,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1993-06,Number of deaths,,1.0
204789,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1994-06,Number of deaths,,1.0
204790,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1995-06,Number of deaths,,1.0
204791,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1996-06,Number of deaths,,1.0
204792,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1997-06,Number of deaths,,1.0
204793,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1998-06,Number of deaths,,1.0
204794,Kenya,Under-five deaths,Total,UN IGME estimate,2020,1999-06,Number of deaths,,1.0
204795,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2000-06,Number of deaths,,1.0
204796,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2001-06,Number of deaths,,1.0
204797,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2002-06,Number of deaths,,1.0
204798,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2003-06,Number of deaths,,1.0
204799,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2004-06,Number of deaths,,1.0
204800,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2005-06,Number of deaths,,1.0
204801,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2006-06,Number of deaths,,1.0
204802,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2007-06,Number of deaths,,1.0
204803,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2008-06,Number of deaths,,1.0
204804,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2009-06,Number of deaths,,1.0
204805,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2010-06,Number of deaths,,1.0
204806,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2011-06,Number of deaths,,1.0
204807,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2012-06,Number of deaths,,1.0
204808,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2013-06,Number of deaths,,1.0
204809,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2014-06,Number of deaths,,1.0
204810,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2015-06,Number of deaths,,1.0
204811,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2016-06,Number of deaths,,1.0
204812,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2017-06,Number of deaths,,1.0
204813,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2018-06,Number of deaths,,1.0
204814,Kenya,Under-five deaths,Total,UN IGME estimate,2020,2019-06,Number of deaths,,1.0
204815,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1990-06,Number of deaths,,1.0
204816,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1991-06,Number of deaths,,1.0
204817,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1992-06,Number of deaths,,1.0
204818,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1993-06,Number of deaths,,1.0
204819,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1994-06,Number of deaths,,1.0
204820,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1995-06,Number of deaths,,1.0
204821,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1996-06,Number of deaths,,1.0
204822,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1997-06,Number of deaths,,1.0
204823,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1998-06,Number of deaths,,1.0
204824,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,1999-06,Number of deaths,,1.0
204825,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2000-06,Number of deaths,,1.0
204826,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2001-06,Number of deaths,,1.0
204827,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2002-06,Number of deaths,,1.0
204828,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2003-06,Number of deaths,,1.0
204829,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2004-06,Number of deaths,,1.0
204830,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2005-06,Number of deaths,,1.0
204831,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2006-06,Number of deaths,,1.0
204832,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2007-06,Number of deaths,,1.0
204833,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2008-06,Number of deaths,,1.0
204834,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2009-06,Number of deaths,,1.0
204835,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2010-06,Number of deaths,,1.0
204836,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2011-06,Number of deaths,,1.0
204837,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2012-06,Number of deaths,,1.0
204838,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2013-06,Number of deaths,,1.0
204839,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2014-06,Number of deaths,,1.0
204840,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2015-06,Number of deaths,,1.0
204841,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2016-06,Number of deaths,,1.0
204842,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2017-06,Number of deaths,,1.0
204843,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2018-06,Number of deaths,,1.0
204844,Kenya,Deaths age 10 to 14,Total,UN IGME estimate,2020,2019-06,Number of deaths,,1.0
204845,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1990-06,Number of deaths,,1.0
204846,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1991-06,Number of deaths,,1.0
204847,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1992-06,Number of deaths,,1.0
204848,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1993-06,Number of deaths,,1.0
204849,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1994-06,Number of deaths,,1.0
204850,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1995-06,Number of deaths,,1.0
204851,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1996-06,Number of deaths,,1.0
204852,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1997-06,Number of deaths,,1.0
204853,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1998-06,Number of deaths,,1.0
204854,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,1999-06,Number of deaths,,1.0
204855,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2000-06,Number of deaths,,1.0
204856,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2001-06,Number of deaths,,1.0
204857,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2002-06,Number of deaths,,1.0
204858,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2003-06,Number of deaths,,1.0
204859,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2004-06,Number of deaths,,1.0
204860,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2005-06,Number of deaths,,1.0
204861,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2006-06,Number of deaths,,1.0
204862,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2007-06,Number of deaths,,1.0
204863,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2008-06,Number of deaths,,1.0
204864,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2009-06,Number of deaths,,1.0
204865,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2010-06,Number of deaths,,1.0
204866,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2011-06,Number of deaths,,1.0
204867,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2012-06,Number of deaths,,1.0
204868,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2013-06,Number of deaths,,1.0
204869,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2014-06,Number of deaths,,1.0
204870,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2015-06,Number of deaths,,1.0
204871,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2016-06,Number of deaths,,1.0
204872,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2017-06,Number of deaths,,1.0
204873,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2018-06,Number of deaths,,1.0
204874,Kenya,Deaths age 10 to 19,Total,UN IGME estimate,2020,2019-06,Number of deaths,,1.0
204875,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1990-06,Number of deaths,,1.0
204876,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1991-06,Number of deaths,,1.0
204877,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1992-06,Number of deaths,,1.0
204878,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1993-06,Number of deaths,,1.0
204879,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1994-06,Number of deaths,,1.0
204880,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1995-06,Number of deaths,,1.0
204881,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1996-06,Number of deaths,,1.0
204882,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1997-06,Number of deaths,,1.0
204883,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1998-06,Number of deaths,,1.0
204884,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,1999-06,Number of deaths,,1.0
204885,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2000-06,Number of deaths,,1.0
204886,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2001-06,Number of deaths,,1.0
204887,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2002-06,Number of deaths,,1.0
204888,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2003-06,Number of deaths,,1.0
204889,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2004-06,Number of deaths,,1.0
204890,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2005-06,Number of deaths,,1.0
204891,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2006-06,Number of deaths,,1.0
204892,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2007-06,Number of deaths,,1.0
204893,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2008-06,Number of deaths,,1.0
204894,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2009-06,Number of deaths,,1.0
204895,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2010-06,Number of deaths,,1.0
204896,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2011-06,Number of deaths,,1.0
204897,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2012-06,Number of deaths,,1.0
204898,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2013-06,Number of deaths,,1.0
204899,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2014-06,Number of deaths,,1.0
204900,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2015-06,Number of deaths,,1.0
204901,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2016-06,Number of deaths,,1.0
204902,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2017-06,Number of deaths,,1.0
204903,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2018-06,Number of deaths,,1.0
204904,Kenya,Deaths age 15 to 19,Total,UN IGME estimate,2020,2019-06,Number of deaths,,1.0
204905,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1990-06,Number of deaths,,1.0
204906,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1991-06,Number of deaths,,1.0
204907,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1992-06,Number of deaths,,1.0
204908,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1993-06,Number of deaths,,1.0
204909,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1994-06,Number of deaths,,1.0
204910,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1995-06,Number of deaths,,1.0
204911,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1996-06,Number of deaths,,1.0
204912,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1997-06,Number of deaths,,1.0
204913,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1998-06,Number of deaths,,1.0
204914,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,1999-06,Number of deaths,,1.0
204915,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2000-06,Number of deaths,,1.0
204916,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2001-06,Number of deaths,,1.0
204917,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2002-06,Number of deaths,,1.0
204918,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2003-06,Number of deaths,,1.0
204919,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2004-06,Number of deaths,,1.0
204920,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2005-06,Number of deaths,,1.0
204921,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2006-06,Number of deaths,,1.0
204922,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2007-06,Number of deaths,,1.0
204923,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2008-06,Number of deaths,,1.0
204924,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2009-06,Number of deaths,,1.0
204925,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2010-06,Number of deaths,,1.0
204926,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2011-06,Number of deaths,,1.0
204927,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2012-06,Number of deaths,,1.0
204928,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2013-06,Number of deaths,,1.0
204929,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2014-06,Number of deaths,,1.0
204930,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2015-06,Number of deaths,,1.0
204931,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2016-06,Number of deaths,,1.0
204932,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2017-06,Number of deaths,,1.0
204933,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2018-06,Number of deaths,,1.0
204934,Kenya,Deaths age 15 to 24,Total,UN IGME estimate,2020,2019-06,Number of deaths,,1.0
204935,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1957-06,Number of deaths,,1.0
204936,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1958-06,Number of deaths,,1.0
204937,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1959-06,Number of deaths,,1.0
204938,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1960-06,Number of deaths,,1.0
204939,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1961-06,Number of deaths,,1.0
204940,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1962-06,Number of deaths,,1.0
204941,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1963-06,Number of deaths,,1.0
204942,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1964-06,Number of deaths,,1.0
204943,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1965-06,Number of deaths,,1.0
204944,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1966-06,Number of deaths,,1.0
204945,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1967-06,Number of deaths,,1.0
204946,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1968-06,Number of deaths,,1.0
204947,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1969-06,Number of deaths,,1.0
204948,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1970-06,Number of deaths,,1.0
204949,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1971-06,Number of deaths,,1.0
204950,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1972-06,Number of deaths,,1.0
204951,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1973-06,Number of deaths,,1.0
204952,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1974-06,Number of deaths,,1.0
204953,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1975-06,Number of deaths,,1.0
204954,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1976-06,Number of deaths,,1.0
204955,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1977-06,Number of deaths,,1.0
204956,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1978-06,Number of deaths,,1.0
204957,Kenya,Child deaths age 1 to 4,Female,UN IGME estimate,2020,1979-06,Number of deaths,,1.0
